10,10392,1038,＜魚類＞（あじ類）　まあじ　小型　骨付き　から揚げ　,0,278,1162,50.3,24.0,19.1,18.6,16.8,2.25,8.91,4.90,140,3.5,4.4,-,-,-,3.6,140,420,900,54,700,0.9,1.5,0.09,0.08,30,53,1,(0),39,(0),(0),(0),(0),39,4.8,4.0,0,5.2,0.1,-,0.19,0.21,5.5,0.16,6.7,12,0.55,6.3,0,0.3,-,-,-,-,-,-,-,-,-,76,"別名： あじ
内臓、うろこ等を除いて、調理したもの　
増加した脂質量、衣等の割合： 第3章表17参照"
10,10393,1039,＜魚類＞（あじ類）　まるあじ　生　　,50,147,614,71.2,22.1,17.7,5.6,4.6,1.76,1.09,1.56,66,0.2,-,(0),(0),(0),1.3,59,410,53,33,260,1.2,1.3,0.09,0.01,-,-,-,-,11,0,0,0,0,11,18.7,1.2,0,0,0,1,0.10,0.19,7.4,0.47,9.9,8,0.59,-,Tr,0.2,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10394,1040,＜魚類＞（あじ類）　まるあじ　焼き　　,25,194,811,62.4,28.7,23.2,7.7,6.2,2.28,1.64,2.02,88,0.2,-,(0),(0),(0),1.7,93,540,94,41,330,1.5,1.5,0.09,0.02,-,-,-,-,15,0,0,0,0,15,15.5,1.3,0,0,0,1,0.09,0.18,8.2,0.24,9.4,8,0.53,-,0,0.2,-,-,-,-,-,-,-,-,-,72,"内臓等を除き焼いたもの
廃棄部位： 頭部、骨、ひれ等　 "
10,10008,1041,＜魚類＞（あじ類）　にしまあじ　生　　,50,169,707,69.9,19.6,(16.2),9.1,7.4,2.16,3.07,1.89,78,0.1,-,(0),(0),(0),1.3,160,360,26,37,230,1.0,0.9,0.08,0.01,-,-,-,-,16,Tr,Tr,(0),(Tr),16,8.0,0.3,Tr,Tr,Tr,(0),0.10,0.21,6.1,0.29,8.1,11,0.59,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10009,1042,＜魚類＞（あじ類）　にしまあじ　水煮　　,40,175,732,68.0,21.7,(17.9),8.8,6.4,1.96,2.51,1.68,94,0.1,-,(0),(0),(0),1.4,180,350,30,40,230,1.1,0.9,0.08,0.01,-,-,-,-,12,Tr,Tr,(0),(Tr),12,9.6,0.3,Tr,Tr,Tr,(0),0.11,0.18,4.8,0.24,7.0,11,0.50,-,Tr,0.5,-,-,-,-,-,-,-,-,-,90,"内臓等を除き水煮したもの
廃棄部位： 頭部、骨、ひれ等　 "
10,10010,1043,＜魚類＞（あじ類）　にしまあじ　焼き　　,35,203,849,63.0,24.7,(20.4),10.4,8.0,2.39,3.11,2.15,100,0.1,-,(0),(0),(0),1.8,220,440,58,44,300,1.2,1.2,0.10,0.02,-,-,-,-,13,Tr,Tr,(0),(Tr),13,7.2,0.4,Tr,Tr,Tr,(0),0.12,0.21,6.2,0.34,6.3,13,0.59,-,Tr,0.6,-,-,-,-,-,-,-,-,-,78,"内臓等を除き焼いたもの
廃棄部位： 頭部、骨、ひれ等　 "
10,10011,1044,＜魚類＞（あじ類）　むろあじ　生　　,45,166,695,67.7,23.6,(19.5),6.9,4.8,1.79,1.11,1.66,64,0.4,-,(0),(0),(0),1.4,56,420,19,35,280,1.6,1.0,0.13,0.02,-,-,-,-,4,0,0,(0),(0),4,6.0,0.6,0,0,0,(0),0.18,0.32,15.2,0.57,12.8,5,0.74,-,Tr,0.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10012,1045,＜魚類＞（あじ類）　むろあじ　焼き　　,25,186,778,61.9,29.7,(24.6),6.2,4.1,1.60,0.94,1.42,86,0.6,-,(0),(0),(0),1.6,74,480,28,40,330,1.8,1.2,0.15,0.03,-,-,-,-,5,0,0,(0),(0),5,7.0,0.8,0,0,0,(0),0.28,0.30,16.0,0.52,12.9,6,0.76,-,Tr,0.2,-,-,-,-,-,-,-,-,-,73,"内臓等を除き焼いたもの
廃棄部位： 頭部、骨、ひれ等　 "
10,10013,1046,＜魚類＞（あじ類）　むろあじ　開き干し　　,35,155,649,67.9,22.9,(18.9),6.2,4.7,1.60,1.36,1.53,66,0.1,-,(0),(0),(0),2.9,830,320,43,35,260,1.4,0.8,0.14,0.02,-,-,-,-,Tr,Tr,Tr,(0),(Tr),(Tr),7.0,0.4,Tr,0.1,Tr,(0),0.17,0.30,13.5,0.59,9.4,5,0.62,-,Tr,2.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、骨、ひれ等　 
10,10014,1047,＜魚類＞（あじ類）　むろあじ　くさや　　,30,240,1004,38.6,49.9,-,3.0,2.0,0.80,0.37,0.77,110,0.3,-,(0),(0),(0),8.2,1600,850,300,65,810,3.2,3.2,0.26,-,-,-,-,-,Tr,(0),(0),(0),(0),(Tr),2.0,1.2,Tr,Tr,Tr,(0),0.24,0.40,16.0,0.64,11.6,26,1.09,-,(0),4.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、骨、ひれ等　 
10,10015,1048,＜魚類＞あなご　生　　　,35,161,674,72.2,17.3,14.1,9.3,8.0,2.26,3.70,1.65,140,Tr,-,(0),(0),(0),1.2,150,370,75,23,210,0.8,0.7,0.04,0.20,15,39,0,0,500,(0),(0),(0),(0),500,0.4,2.3,0,0,0,Tr,0.05,0.14,3.2,0.10,2.3,9,0.86,3.3,2,0.4,-,-,-,-,-,-,-,-,-,-,"試料： まあなご
廃棄部位： 頭部、内臓、骨、ひれ等　 "
10,10016,1049,＜魚類＞あなご　蒸し　　　,0,194,812,68.5,17.6,(14.3),12.7,10.4,3.00,4.99,1.93,180,Tr,-,(0),(0),(0),1.2,120,280,64,26,180,0.9,0.8,0.04,0.22,-,-,-,-,890,(0),(0),(0),(0),890,0.8,2.9,0,0,0,Tr,0.04,0.11,2.7,0.10,2.5,15,0.79,-,1,0.3,-,-,-,-,-,-,-,-,-,87,"試料： まあなご
切り身　 "
10,10017,1050,＜魚類＞あまご　養殖　生　　　,50,112,469,76.8,18.3,-,3.6,2.8,0.68,1.03,0.94,66,0.1,-,(0),(0),(0),1.2,49,380,27,27,250,0.4,0.8,0.04,0.01,-,-,-,-,7,0,0,(0),(0),7,9.0,1.5,0,0,0,(0),0.15,0.16,3.9,0.24,5.5,6,0.51,-,1,0.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10018,1051,＜魚類＞あまだい　生　　　,50,113,473,76.5,18.8,15.6,3.6,2.5,0.80,0.81,0.83,52,Tr,-,(0),(0),(0),1.1,73,360,58,29,190,0.3,0.3,0.02,Tr,41,75,1,0,27,(0),(0),(0),(0),27,1.0,1.3,0,Tr,Tr,(0),0.04,0.06,1.5,0.08,2.1,6,0.43,1.7,1,0.2,-,-,-,-,-,-,-,-,-,-,"試料： あかあまだい
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 "
10,10019,1052,＜魚類＞あまだい　水煮　　　,0,125,523,74.2,20.7,(17.2),4.0,2.8,0.87,0.86,0.94,71,Tr,-,(0),(0),(0),1.1,91,350,34,30,160,0.4,0.4,0.03,Tr,-,-,-,-,11,(0),(0),(0),(0),11,0.3,1.1,0,Tr,0,(0),0.04,0.06,1.3,0.08,2.1,5,0.39,-,1,0.2,-,-,-,-,-,-,-,-,-,80,"試料： あかあまだい
切り身　 "
10,10020,1053,＜魚類＞あまだい　焼き　　　,0,119,498,73.6,22.5,(18.7),2.6,1.9,0.58,0.51,0.69,89,Tr,-,(0),(0),(0),1.3,110,410,54,33,220,0.5,0.5,0.04,Tr,-,-,-,-,26,(0),(0),(0),(0),26,1.0,1.1,0,Tr,0,(0),0.04,0.06,1.7,0.08,3.5,5,0.46,-,Tr,0.3,-,-,-,-,-,-,-,-,-,74,"試料： あかあまだい
切り身　 "
10,10021,1054,＜魚類＞あゆ　天然　生　　　,45,100,418,77.7,18.3,14.7,2.4,1.9,0.65,0.61,0.54,83,0.1,-,(0),(0),(0),1.5,70,370,270,24,310,0.9,0.8,0.06,0.16,13,14,1,0,35,(0),(0),(0),(0),35,1.0,1.2,0,0,0,(0),0.13,0.15,3.1,0.17,10.3,27,0.67,5.6,2,0.2,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10022,1055,＜魚類＞あゆ　天然　焼き　　　,55,177,741,64.0,26.6,(21.3),6.8,3.0,0.98,1.02,0.86,140,0.1,-,(0),(0),(0),2.5,110,510,480,35,460,5.5,1.2,0.06,0.41,-,-,-,-,120,(0),(0),(0),(0),120,1.5,1.7,0,0,0,(0),0.23,0.24,3.9,0.16,12.0,33,1.34,-,2,0.3,-,-,-,-,-,-,-,-,-,67,廃棄部位： 頭部、内臓、骨、ひれ等　 
10,10023,1056,＜魚類＞あゆ　天然　内臓　生　　　,0,206,862,68.6,9.5,-,17.5,14.2,5.90,4.24,3.37,200,0.3,-,(0),(0),(0),4.1,90,210,43,44,180,24.0,2.0,0.34,3.03,-,-,-,-,1700,(0),Tr,(0),(Tr),1700,5.0,1.9,0,0,0,40,0.12,0.55,3.8,0.16,60.3,220,1.56,-,5,0.2,-,-,-,-,-,-,-,-,-,-,　 
10,10024,1057,＜魚類＞あゆ　天然　内臓　焼き　　　,0,194,812,58.6,23.0,-,10.1,7.5,3.26,2.50,1.37,230,0.4,-,(0),(0),(0),7.9,170,520,140,76,470,63.2,2.7,0.44,6.19,-,-,-,-,2000,(0),Tr,(0),(Tr),2000,4.0,3.2,0,0,0,80,0.28,1.00,8.6,0.17,49.6,250,1.67,-,5,0.4,-,-,-,-,-,-,-,-,-,73,魚体全体を焼いた後、 取り出したもの　 
10,10025,1058,＜魚類＞あゆ　養殖　生　　　,50,152,636,72.0,17.8,14.3,7.9,6.6,2.44,2.48,1.40,110,0.6,-,(0),(0),(0),1.7,55,360,250,24,320,0.8,0.9,0.05,Tr,-,-,-,-,55,(0),(0),(0),(0),55,8.0,5.0,0.1,0.1,0,(0),0.15,0.14,3.5,0.28,2.6,28,1.22,-,2,0.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10026,1059,＜魚類＞あゆ　養殖　焼き　　　,55,241,1008,59.3,22.6,(18.2),15.1,9.6,3.43,3.78,1.98,170,0.8,-,(0),(0),(0),2.2,79,430,450,31,430,2.0,1.3,0.07,Tr,-,-,-,-,480,(0),(0),(0),(0),480,17.4,8.2,0.2,0.2,0,(0),0.20,0.18,4.0,0.24,6.0,38,1.67,-,2,0.2,-,-,-,-,-,-,-,-,-,71,廃棄部位： 頭部、内臓、骨、ひれ等　 
10,10027,1060,＜魚類＞あゆ　養殖　内臓　生　　　,0,550,2301,36.6,7.4,-,55.0,46.8,17.44,17.35,9.95,220,0.3,-,(0),(0),(0),0.7,75,160,55,11,120,8.0,1.3,0.14,0.13,-,-,-,-,4400,(0),Tr,(0),(Tr),4400,8.0,7.4,0.1,0.1,0,11,0.16,0.44,2.6,0.11,9.6,260,1.46,-,2,0.2,-,-,-,-,-,-,-,-,-,-,　 
10,10028,1061,＜魚類＞あゆ　養殖　内臓　焼き　　　,0,558,2335,31.5,15.2,-,52.3,45.6,16.39,16.71,10.53,260,0.4,-,(0),(0),(0),0.6,100,270,130,9,190,19.0,1.8,0.15,0.31,-,-,-,-,6000,(0),Tr,(0),(Tr),6000,8.6,23.5,0.4,0.4,0,16,0.34,0.68,4.1,0.15,7.8,280,1.33,-,1,0.3,-,-,-,-,-,-,-,-,-,76,魚体全体を焼いた後、取り出したもの　 
10,10029,1062,＜魚類＞あゆ　うるか　　　,0,171,715,59.6,11.4,-,13.1,10.3,3.71,3.95,2.22,260,1.8,-,(0),(0),(0),14.1,5100,190,16,15,210,4.0,1.4,0.10,Tr,-,-,-,-,2000,(0),14,(0),14,2000,15.0,6.7,0.1,0.3,Tr,6,0.06,0.38,2.0,0.11,10.2,100,1.31,-,0,13.0,-,-,-,-,-,-,-,-,-,-,　 
10,10030,1063,＜魚類＞アラスカめぬけ　生　　　,0,105,439,78.4,17.2,(14.2),3.4,2.6,0.49,1.46,0.59,52,0.1,-,(0),(0),(0),0.9,81,290,22,26,170,0.2,0.4,0.02,0.01,-,-,-,-,20,0,0,-,0,20,3.0,1.0,0,0,0,(0),0.04,0.05,1.1,0.07,1.6,2,0.24,-,Tr,0.2,-,-,-,-,-,-,-,-,-,-,"別名： あかうお
切り身　 "
10,10031,1064,＜魚類＞あんこう　生　　　,0,58,243,85.4,13.0,(10.7),0.2,0.1,0.02,0.02,0.04,78,0.3,-,(0),(0),(0),1.1,130,210,8,19,140,0.2,0.6,0.04,Tr,-,-,-,-,13,0,0,0,0,13,1.0,0.7,0,0,0,(0),0.04,0.16,1.7,0.11,1.2,5,0.21,-,1,0.3,-,-,-,-,-,-,-,-,-,-,"試料： きあんこう
切り身（魚体全体から調理する場合、廃棄率：  65 %、廃棄部位： 頭部、内臓、骨、ひれ等）　 "
10,10032,1065,＜魚類＞あんこう　きも　生　　　,0,445,1862,45.1,10.0,-,41.9,36.7,8.23,18.44,8.47,560,2.2,-,(0),(0),(0),0.8,110,220,6,9,140,1.2,2.2,1.00,-,96,200,Tr,5,8300,(0),(0),(0),(0),8300,110.0,13.8,0,0.1,0,(0),0.14,0.35,1.5,0.11,39.1,88,0.89,13.4,1,0.3,-,-,-,-,-,-,-,-,-,-,肝臓　 
10,10033,1066,＜魚類＞いかなご　生　　　,0,125,523,74.2,17.2,13.8,5.5,3.9,1.13,1.03,1.61,200,0.1,-,(0),(0),(0),3.0,190,390,500,39,530,2.5,3.9,0.08,0.49,-,-,-,-,200,0,1,(0),1,200,21.0,0.8,0,Tr,0,(0),0.19,0.81,4.6,0.15,11.0,29,0.77,-,1,0.5,-,-,-,-,-,-,-,-,-,-,"別名： こうなご
小型魚全体　 "
10,10034,1067,＜魚類＞いかなご　煮干し　　　,0,245,1025,38.0,43.1,(34.5),6.1,3.1,0.86,0.58,1.53,510,1.5,-,(0),(0),(0),11.3,2800,810,740,130,1200,6.6,5.9,0.13,0.37,-,-,-,-,10,(0),(0),(0),(0),10,54.0,0.8,0,Tr,0,(0),0.27,0.18,3.3,0.06,4.6,50,1.15,-,0,7.1,-,-,-,-,-,-,-,-,-,-,別名： こうなご　 
10,10035,1068,＜魚類＞いかなご　つくだ煮　　　,0,282,1180,26.9,29.4,-,4.6,2.4,0.66,0.47,1.19,280,30.7,-,(0),(0),(0),8.4,2200,670,470,80,820,2.3,3.6,0.09,0.45,-,-,-,-,Tr,(0),Tr,(0),(Tr),(Tr),23.0,0.8,0,0,0,(0),0.02,0.27,10.0,0.09,7.8,85,0.76,-,(0),5.6,-,-,-,-,-,-,-,-,-,-,別名： こうなご　 
10,10036,1069,＜魚類＞いかなご　あめ煮　　　,0,279,1167,28.1,25.6,-,3.7,1.6,0.48,0.34,0.70,270,35.8,-,(0),(0),(0),6.8,1700,430,550,92,730,3.4,3.4,0.11,0.51,-,-,-,-,Tr,(0),Tr,(0),(Tr),(Tr),21.0,0.4,0,0,0,(0),0.02,0.28,11.0,0.07,7.2,75,0.67,-,(0),4.3,-,-,-,-,-,-,-,-,-,-,別名： こうなご　 
10,10037,1070,＜魚類＞いさき　生　　　,45,127,531,75.8,17.2,(14.2),5.7,4.8,1.63,1.29,1.65,71,0.1,-,(0),(0),(0),1.2,160,300,22,32,220,0.4,0.6,0.04,0.01,-,-,-,-,41,0,0,(0),(0),41,15.0,0.9,0,0,0,(0),0.06,0.12,4.0,0.31,5.8,12,0.77,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10038,1071,＜魚類＞いしだい　生　　　,55,156,653,71.6,19.5,(16.1),7.8,5.7,1.89,2.14,1.41,56,Tr,-,(0),(0),(0),1.1,54,390,20,26,240,0.3,0.6,0.03,0.01,-,-,-,-,39,0,0,(0),(0),39,3.0,2.1,0,0,0,(0),0.15,0.15,4.9,0.34,1.3,2,0.31,-,Tr,0.1,-,-,-,-,-,-,-,-,-,-,"別名： くちぐろ
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 "
10,10039,1072,＜魚類＞いとよりだい　生　　　,50,93,389,78.8,18.1,(15.0),1.7,1.3,0.40,0.34,0.46,70,0.1,-,(0),(0),(0),1.3,85,390,46,26,200,0.5,0.4,0.05,0.02,-,-,-,-,28,(0),(0),(0),(0),28,11.0,0.6,0,0,0,Tr,0.04,0.08,2.3,0.27,3.0,5,0.50,-,2,0.2,-,-,-,-,-,-,-,-,-,-,"別名： いとより
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 "
10,10040,1073,＜魚類＞いとよりだい　すり身　,0,91,381,76.9,16.7,-,0.4,0.3,0.11,0.05,0.10,38,5.1,-,(0),(0),(0),0.9,290,17,26,12,110,0.1,0.3,0.01,0.01,-,-,-,-,2,0,0,(0),(0),2,3.0,0.2,0,0,0,(0),Tr,0.02,0.1,0.01,0.3,1,0.31,-,0,0.7,-,-,-,-,-,-,-,-,-,-,別名： いとより　 
10,10041,1074,＜魚類＞いぼだい　生　　　,45,149,623,74.0,16.4,(13.6),8.5,6.4,2.24,2.68,1.22,57,Tr,-,(0),(0),(0),1.1,190,280,41,30,160,0.5,0.8,0.03,0.01,-,-,-,-,95,(0),(0),(0),(0),95,2.0,0.7,0,0,0,(0),0.04,0.19,4.7,0.29,2.7,7,0.57,-,1,0.5,-,-,-,-,-,-,-,-,-,-,"別名： えぼだい
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 "
10,10042,1075,＜魚類＞（いわし類）　うるめいわし　生　　,35,136,569,71.7,21.3,18.0,4.8,3.6,1.39,0.94,1.14,60,0.3,-,(0),(0),(0),1.9,95,440,85,37,290,2.3,1.3,0.16,-,-,-,-,-,130,(0),(0),(0),(0),130,9.0,1.6,0,0,0,(0),0.08,0.36,8.0,0.55,14.2,16,1.25,-,1,0.2,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10043,1076,＜魚類＞（いわし類）　うるめいわし　丸干し　　,15,239,1000,40.1,45.0,(38.0),5.1,3.6,1.40,0.74,1.27,220,0.3,-,(0),(0),(0),9.5,2300,820,570,110,910,4.5,2.7,0.23,0.12,-,-,-,-,0,(0),(0),(0),(0),(0),8.0,0.1,0,0,0,Tr,0.25,0.43,16.2,0.69,24.7,44,0.92,-,Tr,5.8,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、ひれ等　 
10,10044,1077,＜魚類＞（いわし類）　かたくちいわし　生　　,45,192,803,68.2,18.2,14.9,12.1,9.7,3.79,2.65,2.78,70,0.3,-,(0),(0),(0),1.2,85,300,60,32,240,0.9,1.0,0.17,0.13,38,40,0,0,11,0,0,(0),(0),11,4.0,0.4,0,0,0,(0),0.03,0.16,9.7,0.58,13.9,19,1.07,18.3,1,0.2,-,-,-,-,-,-,-,-,-,-,"別名： しこいわし、ひしこ、せぐろ 
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 "
10,10045,1078,＜魚類＞（いわし類）　かたくちいわし　煮干し　　,0,332,1389,15.7,64.5,(52.9),6.2,2.8,1.27,0.61,0.83,550,0.3,-,(0),(0),(0),13.3,1700,1200,2200,230,1500,18.0,7.2,0.39,-,-,-,-,-,Tr,(0),(0),(0),(0),(Tr),18.0,0.9,0,0.1,0.1,(0),0.10,0.10,16.5,0.28,41.3,74,1.81,-,(0),4.3,-,-,-,-,-,-,-,-,-,-,"別名： しこいわし、ひしこ、せぐろ、いりこ、ちりめん
魚体全体　 "
10,10046,1079,＜魚類＞（いわし類）　かたくちいわし　田作り　　,0,336,1406,14.9,66.6,(54.7),5.7,2.8,1.18,0.45,1.01,720,0.3,-,(0),(0),(0),12.5,710,1600,2500,190,2300,3.0,7.9,0.39,0.79,-,-,-,-,Tr,(0),(0),(0),(0),(Tr),30.0,0.8,0,0,0,(0),0.10,0.11,17.0,0.37,64.5,230,3.74,-,(0),1.8,-,-,-,-,-,-,-,-,-,-,"別名： しこいわし、ひしこ、せぐろ、ごまめ
幼魚の乾燥品（調理前）　 "
10,10047,1080,＜魚類＞（いわし類）　まいわし　生　　,60,169,706,68.9,19.2,16.0,9.2,7.3,2.55,1.86,2.53,67,0.2,-,(0),(0),(0),1.2,81,270,74,30,230,2.1,1.6,0.20,0.04,24,48,Tr,Tr,8,0,0,0,0,8,32.0,2.5,0,0,0,1,0.03,0.39,7.2,0.49,15.7,10,1.14,15.0,0,0.2,-,-,-,-,-,-,-,-,-,-,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）　 
10,10048,1081,＜魚類＞（いわし類）　まいわし　水煮　　,20,178,743,61.7,22.4,(18.7),8.7,6.8,2.37,1.75,2.42,68,0.2,-,(0),(0),(0),1.3,80,280,82,32,250,2.3,1.7,0.23,0.06,-,-,-,-,5,0,0,0,0,5,13.2,1.3,0,0,0,Tr,0.05,0.29,6.3,0.35,17.7,7,0.87,-,0,0.2,-,-,-,-,-,-,-,-,-,81,"頭部、内臓等を除き水煮したもの
廃棄部位： 骨、ひれ等　 "
10,10049,1082,＜魚類＞（いわし類）　まいわし　焼き　　,35,196,818,57.8,25.3,(21.1),9.4,7.3,2.53,1.83,2.66,80,0.2,-,(0),(0),(0),1.6,100,350,98,36,300,2.5,2.3,0.23,0.08,-,-,-,-,8,0,0,0,0,8,14.4,1.9,0,0,0,Tr,0.12,0.43,9.1,0.39,22.5,12,1.33,-,0,0.3,-,-,-,-,-,-,-,-,-,75,"内臓等を除き焼いたもの
廃棄部位： 頭部、骨、ひれ等　 "
10,10395,1083,＜魚類＞（いわし類）　まいわし　フライ　　,0,396,1655,37.8,20.0,15.6,30.3,28.0,3.90,14.66,8.22,78,10.7,11.3,-,-,-,1.3,150,290,78,33,240,2.2,1.7,0.21,0.16,-,-,-,-,15,0,Tr,2,1,15,21.3,5.7,Tr,8.3,0.2,37,0.04,0.39,6.3,0.28,14.3,14,1.15,-,0,0.4,-,-,-,-,-,-,-,-,-,120,"三枚に下ろしたもの
増加した脂質量、衣等の割合： 第3章表17参照　 "
